Hypervolume;Run
53.437713623046875;0
55.411563873291016;1
561241.375;2
1085356.75;3
1155736.75;4
1249966.125;5
1280378.875;6
1299785.125;7
1300735.125;8
1314756.0;9
1314756.0;10
1314756.0;11
1314756.0;12
1314756.0;13
1314756.0;14
1314756.0;15
