Optimization;Execution_Time
1;67.39446496963501
2;7.250101327896118
3;4.3797338008880615
4;5.490831136703491
5;4.873041868209839
6;7.5621256828308105
7;8.424683809280396
8;7.984195232391357
9;23.29093647003174
10;18.59784984588623
11;32.92894983291626
12;20.572312355041504
13;22.917373180389404
14;33.94747710227966
15;35.456241846084595
