iteration,verticalPosition,verticalWidth,horizontalWidth,r,g,b,a,blinkFrequency,volume,objective_true,objective_observed,error_applied,error_magnitude,acquisition,fit_time_sec,seed,run_id,error_model,jitter_std
1,0.8125477333023334,0.9486069004847877,0.8878428451225968,0.6126035949952959,0.6500831424556127,0.936776722698131,0.5026326522827873,0.9106142091913831,0.8985347143760232,4.642348918882767,4.642348918882767,False,0.0,ei,0.0,7,0c50cddc-54e3-4813-bfc9-dae5de5df053,gaussian,0.2
2,0.7339674764218604,0.6515162134096568,0.6392128060503867,0.6274347938270624,0.7225381529413233,0.7522741294789766,0.7767486760372462,0.9977501417171963,0.8963309596068765,4.9011873356509,4.9011873356509,False,0.0,ei,0.0,7,0c50cddc-54e3-4813-bfc9-dae5de5df053,gaussian,0.2
3,0.8110896147205813,0.9944800738409425,0.6076543491177995,0.5801060169289223,0.8062698021365153,0.5219710039806917,0.5178401393867981,0.7574444101356852,0.7331030126626445,4.8465856258638915,4.8465856258638915,False,0.0,ei,0.0,7,0c50cddc-54e3-4813-bfc9-dae5de5df053,gaussian,0.2
4,0.9585838865964261,0.8146131272455053,0.7570588232997569,0.7484367176967521,0.6237574610136654,0.505897012771253,0.5962010719926554,0.8460160604409196,0.6003033619934977,5.1513548512163645,5.1513548512163645,False,0.0,ei,0.0,7,0c50cddc-54e3-4813-bfc9-dae5de5df053,gaussian,0.2
5,0.6847681553011034,0.5018671210260379,0.9150238649008728,0.5772305405307199,0.6337996522818927,0.9401660769904143,0.7548954049342116,0.9235751231829347,0.8198585834712631,4.404703455402656,4.404703455402656,False,0.0,ei,0.0,7,0c50cddc-54e3-4813-bfc9-dae5de5df053,gaussian,0.2
6,0.9281368494289292,0.816281380969369,0.8426898691893201,0.695588332086815,0.6940593216637273,0.5783409968319901,0.5702540362631736,0.8121058463799844,0.6710054831177621,4.9590124846685555,4.9590124846685555,False,0.0,ei,0.008501300006173551,7,0c50cddc-54e3-4813-bfc9-dae5de5df053,gaussian,0.2
7,0.986135485818918,0.7880757026724702,0.7715641939008203,0.8370258033109386,0.5937034159554904,0.7349845448962765,0.5609545086180385,0.9593704842635559,0.7499071326411233,5.13784175135727,5.13784175135727,False,0.0,ei,0.00826900004176423,7,0c50cddc-54e3-4813-bfc9-dae5de5df053,gaussian,0.2
8,0.8790392605466328,0.74040172279386,0.6179485324963157,0.974845274907256,0.5402820145881302,0.635002058094253,0.602723024958737,0.8047120653303812,0.7316444249636258,5.120550958473041,5.120550958473041,False,0.0,ei,0.025099300022702664,7,0c50cddc-54e3-4813-bfc9-dae5de5df053,gaussian,0.2
9,0.960171027043653,0.7946778130599159,0.7703939950954034,0.8830605103556535,0.6885227268068181,0.5372335009352348,0.5591548512451767,0.9319511772921509,0.5733422059309956,5.133751631114847,5.133751631114847,False,0.0,ei,0.013033099996391684,7,0c50cddc-54e3-4813-bfc9-dae5de5df053,gaussian,0.2
10,0.8569347505613792,0.8501245694662454,0.6006904813111876,0.7742805967765691,0.5134334892492243,0.6450601648602514,0.6173287192385652,0.9813292853566156,0.5733178280253776,5.069291635364958,5.069291635364958,False,0.0,ei,0.017014999990351498,7,0c50cddc-54e3-4813-bfc9-dae5de5df053,gaussian,0.2
11,0.9630431055272931,0.6899830814205605,0.7622636764766647,0.7241777077742778,0.5352634239619233,0.5016065981612243,0.6941395240866108,0.9417608252016749,0.8369757923603526,5.10957203310507,5.10957203310507,False,0.0,ei,0.013054999988526106,7,0c50cddc-54e3-4813-bfc9-dae5de5df053,gaussian,0.2
12,0.9548895577298671,0.989631563615257,0.6742214548928526,0.9847697601775549,0.5325637484138256,0.6608001888697809,0.5256804357412665,0.991468370783426,0.9708057182071171,5.187212599206373,5.187212599206373,False,0.0,ei,0.016065599978901446,7,0c50cddc-54e3-4813-bfc9-dae5de5df053,gaussian,0.2
13,0.9881887307215421,0.7587488073237487,0.5810600984585624,0.7911128606140267,0.755811200408552,0.55104581140904,0.8977313100342244,0.8270348197926212,0.6636170993661616,5.209714953944176,5.209714953944176,False,0.0,ei,0.014666999981272966,7,0c50cddc-54e3-4813-bfc9-dae5de5df053,gaussian,0.2
14,0.9943716005043222,0.8012211036738381,0.6700216034392199,0.8656574860717285,0.5427570315271402,0.5058873504282425,0.8542555335021811,0.9216242231056191,0.786410535725649,5.156539245683655,5.156539245683655,False,0.0,ei,0.015492499980609864,7,0c50cddc-54e3-4813-bfc9-dae5de5df053,gaussian,0.2
15,0.9662130133938931,0.8749753786588241,0.5876223572401724,0.9624056065075051,0.9822537747210472,0.7197558962164057,0.8705850656822107,0.942633393136419,0.6201998933335289,5.269706748153823,5.269706748153823,False,0.0,ei,0.017505499999970198,7,0c50cddc-54e3-4813-bfc9-dae5de5df053,gaussian,0.2
16,0.9640627874057022,0.8116462545975498,0.5547124225253361,0.9891875799628616,0.9377824261065435,0.5097070773557887,0.9995248595652448,0.8966571946363238,0.6024292566498152,5.277513468897671,5.277513468897671,False,0.0,ei,0.044303799979388714,7,0c50cddc-54e3-4813-bfc9-dae5de5df053,gaussian,0.2
17,0.9658772728257036,0.7442868667880824,0.529114915760657,0.9643277250181718,0.9947032157765302,0.7160699776534636,0.6359941795237469,0.9246844359563244,0.7786790874741774,5.25804524410776,5.25804524410776,False,0.0,ei,0.009259300015401095,7,0c50cddc-54e3-4813-bfc9-dae5de5df053,gaussian,0.2
18,0.953385143472127,0.5811274630216552,0.5976313442907548,0.9894993704821529,0.899679955383368,0.8847027044822022,0.9535082132471701,0.9853733718134601,0.6965056102387716,5.240609090187442,5.240609090187442,False,0.0,ei,0.05732010002247989,7,0c50cddc-54e3-4813-bfc9-dae5de5df053,gaussian,0.2
19,0.9585907128506632,0.723827872064522,0.6766002144759314,0.9387024413023765,0.9743104064245791,0.7638223444211067,0.9302008520752794,0.7783780961542005,0.8395032275040336,5.018067712166808,5.018067712166808,False,0.0,ei,0.01484409999102354,7,0c50cddc-54e3-4813-bfc9-dae5de5df053,gaussian,0.2
20,0.9457831123795263,0.5861966728609951,0.5177208798937785,0.9468356844294872,0.9266117539968735,0.732842365926577,0.7831526798684154,0.895013193501601,0.6673596918389226,5.240387182955947,5.240387182955947,False,0.0,ei,0.012080300017260015,7,0c50cddc-54e3-4813-bfc9-dae5de5df053,gaussian,0.2
21,0.8836742490688542,0.5365363360924533,0.5191775867395239,0.9322073865015146,0.7183418538209019,0.5633062199475318,0.8655520914679167,0.9004029025731219,0.6113505383112026,5.139238116391521,5.163737163237331,True,0.0244990468458091,ei,0.04233510000631213,7,0c50cddc-54e3-4813-bfc9-dae5de5df053,gaussian,0.2
22,0.9684992422117249,0.9963644667374301,0.634705921504161,0.8696779969274622,0.8777410039713376,0.5486997337284452,0.980341789231163,0.9858185284579222,0.6406084872823687,5.253185515873042,5.474732378696979,True,0.2215468628239372,ei,0.014687299961224198,7,0c50cddc-54e3-4813-bfc9-dae5de5df053,gaussian,0.2
23,0.5207185207502938,0.9567253730042886,0.655279902388026,0.8519203947274179,0.9867885219794557,0.6400475881100607,0.9858953717508501,0.9980201419561937,0.6386161950423599,4.699172615057424,5.057008053119059,True,0.35783543806163576,ei,0.016148400027304888,7,0c50cddc-54e3-4813-bfc9-dae5de5df053,gaussian,0.2
24,0.9864313610967645,0.7703074029096133,0.5386779486906258,0.9968002647464271,0.8289580141963575,0.9248848932181928,0.511442325634063,0.9627707703124555,0.6158734979975623,5.291935693400185,5.320745055122768,True,0.02880936172258329,ei,0.014949300035368651,7,0c50cddc-54e3-4813-bfc9-dae5de5df053,gaussian,0.2
25,0.7560087547333134,0.9704152205490693,0.501743452075197,0.9765699350833863,0.6396743688549051,0.5870222412809616,0.9330199535314505,0.9476258370973443,0.5002195075807558,5.056642508086922,4.986765477689486,True,-0.06987703039743523,ei,0.04950779996579513,7,0c50cddc-54e3-4813-bfc9-dae5de5df053,gaussian,0.2
26,0.8506185237661245,0.9430992028343883,0.5722006509855451,0.7093074879909427,0.913139560388489,0.5456935417770885,0.9372455242585289,0.9749161844117215,0.7195132036953793,5.076054438249966,5.314068202977655,True,0.23801376472768854,ei,0.01997209998080507,7,0c50cddc-54e3-4813-bfc9-dae5de5df053,gaussian,0.2
27,0.9723838502667788,0.9729075540138641,0.5453626087775528,0.6432020548643671,0.9846667703710742,0.6727243793927637,0.9734370416451847,0.9084893056218397,0.678656645923869,5.259678511900939,5.048052141895644,True,-0.21162637000529455,ei,0.016941100009717047,7,0c50cddc-54e3-4813-bfc9-dae5de5df053,gaussian,0.2
28,0.9875311386118101,0.9894154803985757,0.6810447840016296,0.9088050636105098,0.8662786384425578,0.6233997407596187,0.9752460006288115,0.9137334694323078,0.785745893192002,5.270014384920657,5.42687057416628,True,0.1568561892456226,ei,0.02115159999812022,7,0c50cddc-54e3-4813-bfc9-dae5de5df053,gaussian,0.2
29,0.9837203055974852,0.9758888085525552,0.7331982048742305,0.9597662799454176,0.9000784133074057,0.5553068355607731,0.7410808675758818,0.8902422256162539,0.9221158451587257,5.13796882500969,5.054815024001479,True,-0.08315380100821128,ei,0.024259200028609484,7,0c50cddc-54e3-4813-bfc9-dae5de5df053,gaussian,0.2
