iteration,verticalPosition,verticalWidth,horizontalWidth,r,g,b,a,blinkFrequency,volume,objective_true,objective_observed,error_applied,error_magnitude,acquisition,fit_time_sec,seed,run_id,error_model,jitter_std
1,0.8125477333023334,0.9486069004847877,0.8878428451225968,0.6126035949952959,0.6500831424556127,0.936776722698131,0.5026326522827873,0.9106142091913831,0.8985347143760232,4.642348918882767,4.642348918882767,False,0.0,ei,0.0,7,d38d6424-4250-4c8e-bb57-d733509a30f9,none,0.0
2,0.7339674764218604,0.6515162134096568,0.6392128060503867,0.6274347938270624,0.7225381529413233,0.7522741294789766,0.7767486760372462,0.9977501417171963,0.8963309596068765,4.901187335650901,4.901187335650901,False,0.0,ei,0.0,7,d38d6424-4250-4c8e-bb57-d733509a30f9,none,0.0
3,0.8110896147205813,0.9944800738409425,0.6076543491177995,0.5801060169289223,0.8062698021365153,0.5219710039806917,0.5178401393867981,0.7574444101356852,0.7331030126626445,4.846585625863891,4.846585625863891,False,0.0,ei,0.0,7,d38d6424-4250-4c8e-bb57-d733509a30f9,none,0.0
4,0.9585838865964261,0.8146131272455053,0.7570588232997569,0.7484367176967521,0.6237574610136654,0.505897012771253,0.5962010719926554,0.8460160604409196,0.6003033619934977,5.151354851216365,5.151354851216365,False,0.0,ei,0.0,7,d38d6424-4250-4c8e-bb57-d733509a30f9,none,0.0
5,0.6847681553011034,0.5018671210260379,0.9150238649008728,0.5772305405307199,0.6337996522818927,0.9401660769904143,0.7548954049342116,0.9235751231829347,0.8198585834712631,4.404703455402656,4.404703455402656,False,0.0,ei,0.0,7,d38d6424-4250-4c8e-bb57-d733509a30f9,none,0.0
6,0.9281368494289292,0.816281380969369,0.8426898691893201,0.695588332086815,0.6940593216637273,0.5783409968319901,0.5702540362631736,0.8121058463799844,0.6710054831177621,4.9590124846685555,4.9590124846685555,False,0.0,ei,0.009724600007757545,7,d38d6424-4250-4c8e-bb57-d733509a30f9,none,0.0
7,0.986135485818918,0.7880757026724702,0.7715641939008203,0.8370258033109386,0.5937034159554904,0.7349845448962765,0.5609545086180385,0.9593704842635559,0.7499071326411233,5.13784175135727,5.13784175135727,False,0.0,ei,0.006687299988698214,7,d38d6424-4250-4c8e-bb57-d733509a30f9,none,0.0
8,0.8790392605466328,0.74040172279386,0.6179485324963157,0.974845274907256,0.5402820145881302,0.635002058094253,0.602723024958737,0.8047120653303812,0.7316444249636258,5.12055095847304,5.12055095847304,False,0.0,ei,0.023911199998110533,7,d38d6424-4250-4c8e-bb57-d733509a30f9,none,0.0
9,0.960171027043653,0.7946778130599159,0.7703939950954034,0.8830605103556535,0.6885227268068181,0.5372335009352348,0.5591548512451767,0.9319511772921509,0.5733422059309956,5.133751631114847,5.133751631114847,False,0.0,ei,0.017076599993743002,7,d38d6424-4250-4c8e-bb57-d733509a30f9,none,0.0
10,0.8569347505613792,0.8501245694662454,0.6006904813111876,0.7742805967765691,0.5134334892492243,0.6450601648602514,0.6173287192385652,0.9813292853566156,0.5733178280253776,5.069291635364958,5.069291635364958,False,0.0,ei,0.01681470003677532,7,d38d6424-4250-4c8e-bb57-d733509a30f9,none,0.0
11,0.9630431055272931,0.6899830814205605,0.7622636764766647,0.7241777077742778,0.5352634239619233,0.5016065981612243,0.6941395240866108,0.9417608252016749,0.8369757923603526,5.10957203310507,5.10957203310507,False,0.0,ei,0.01634619996184483,7,d38d6424-4250-4c8e-bb57-d733509a30f9,none,0.0
12,0.9548895577298671,0.989631563615257,0.6742214548928526,0.9847697601775549,0.5325637484138256,0.6608001888697809,0.5256804357412665,0.991468370783426,0.9708057182071171,5.187212599206372,5.187212599206372,False,0.0,ei,0.021343200001865625,7,d38d6424-4250-4c8e-bb57-d733509a30f9,none,0.0
13,0.9881887307215421,0.7587488073237487,0.5810600984585624,0.7911128606140267,0.755811200408552,0.55104581140904,0.8977313100342244,0.8270348197926212,0.6636170993661616,5.209714953944177,5.209714953944177,False,0.0,ei,0.01919860002817586,7,d38d6424-4250-4c8e-bb57-d733509a30f9,none,0.0
14,0.9943716005043222,0.8012211036738381,0.6700216034392199,0.8656574860717285,0.5427570315271402,0.5058873504282425,0.8542555335021811,0.9216242231056191,0.786410535725649,5.156539245683655,5.156539245683655,False,0.0,ei,0.019888300041202456,7,d38d6424-4250-4c8e-bb57-d733509a30f9,none,0.0
15,0.9662130133938931,0.8749753786588241,0.5876223572401724,0.9624056065075051,0.9822537747210472,0.7197558962164057,0.8705850656822107,0.942633393136419,0.6201998933335289,5.269706748153823,5.269706748153823,False,0.0,ei,0.01777330000186339,7,d38d6424-4250-4c8e-bb57-d733509a30f9,none,0.0
16,0.9640627874057022,0.8116462545975498,0.5547124225253361,0.9891875799628616,0.9377824261065435,0.5097070773557887,0.9995248595652448,0.8966571946363238,0.6024292566498152,5.277513468897673,5.277513468897673,False,0.0,ei,0.056580199976451695,7,d38d6424-4250-4c8e-bb57-d733509a30f9,none,0.0
17,0.9658772728257036,0.7442868667880824,0.529114915760657,0.9643277250181718,0.9947032157765302,0.7160699776534636,0.6359941795237469,0.9246844359563244,0.7786790874741774,5.258045244107759,5.258045244107759,False,0.0,ei,0.013656599971000105,7,d38d6424-4250-4c8e-bb57-d733509a30f9,none,0.0
