iteration,verticalPosition,verticalWidth,horizontalWidth,r,g,b,a,blinkFrequency,volume,objective_true,objective_observed,jitter_applied,acquisition
15,0.9985696246629922,0.9881531478500185,0.6847502988552676,0.9307354510361734,0.6126179029799779,0.969179624388797,0.5193069769527578,0.9983153038354339,0.7678213252812112,5.270436144179911,5.270436144179911,False,pi
16,0.8755163962600668,0.9755889191527038,0.5318241985468501,0.9964884588329727,0.5092968857682478,0.7969091629814533,0.8037035365846046,0.8365937352991991,0.7430628010195893,5.229629398148162,5.229629398148162,False,pi
17,0.9370233283682561,0.9829469178449584,0.7233471142482775,0.9986135811978718,0.5635177623660936,0.5990691317433476,0.5992573680418565,0.9345713421629892,0.7742637696881842,5.32588485449738,5.32588485449738,False,pi
18,0.9123644623351012,0.7496065910759935,0.7036331135124241,0.999476023446351,0.5041942692317454,0.6107791822503007,0.6179799768703924,0.961664323048234,0.5472265498984401,5.273187264628088,5.273187264628088,False,pi
19,0.9847586001758764,0.5658836186623724,0.652166486768758,0.9112434260360611,0.5265199213664162,0.8506405680256521,0.8418849038521192,0.9790387489365275,0.5236121033571368,5.131885738469619,5.131885738469619,False,pi
20,0.9821538630826614,0.5348444766323557,0.5825444672142688,0.9721798101365582,0.5079263327608349,0.6478650665879542,0.9320836757395318,0.9496841762976381,0.6827302028002966,5.27721515151516,5.27721515151516,False,pi
21,0.8865457894600826,0.7041072725723465,0.5066485296383394,0.9402092598317437,0.6133034610413214,0.5012294877627893,0.5254869550319348,0.962620618072865,0.7458492311401163,5.20179489378543,4.938008711315048,True,pi
22,0.9058875416150194,0.8632186156117647,0.5439385944002626,0.8793607218642432,0.5590334060276243,0.5266011958847707,0.8931636356780761,0.9849270310439876,0.598449738791085,5.266290013227519,5.558714495521343,True,pi
23,0.8815798194559632,0.838063199561754,0.5274060636627018,0.996321393317063,0.5693002036540273,0.5574686192258339,0.881271828905522,0.8828509884822388,0.6787920365547745,5.222126058201074,5.449756392498161,True,pi
24,0.945092299366844,0.9471669737863149,0.6678421969208932,0.979534448749217,0.8164009610081381,0.5272918688921495,0.6717364030635973,0.9932955266998804,0.68152814927338,5.222441615791637,4.8375320407218085,True,pi
25,0.5599574692809646,0.9213207544902584,0.5493662182842551,0.9466937342974097,0.5142739291353213,0.582647485058944,0.8430415709765096,0.9638233513892107,0.6797312389441552,4.83876769638638,4.864758583714425,True,pi
26,0.9674896527362434,0.5163091626927485,0.8187556062086112,0.9627321991028461,0.5555703954998494,0.5379011920086973,0.9945558228731779,0.9631391012389754,0.9274742219888394,5.1625472846042575,5.21145473991254,True,pi
27,0.9705593587728398,0.5264082813254249,0.5585502712569994,0.7743205296752786,0.5527058597708204,0.5234126757705311,0.8558578981759646,0.8004138256503701,0.6277562785888497,5.127473651653065,5.408652863138277,True,pi
28,0.9940627426668511,0.793481547349628,0.6663223579945785,0.6740956164717076,0.5246784537144611,0.6057780061545972,0.8442091827174223,0.9006492172377492,0.5462509633069681,5.174896542035304,5.521031696184739,True,pi
29,0.9409587451281638,0.8764258451153579,0.5952446568469465,0.771844710136965,0.6051679102396017,0.5190008573879233,0.9740941931183105,0.8486669858808964,0.6374262458501047,5.264525357210356,5.362725664386035,True,pi
30,0.9090998733678443,0.6704522280859417,0.7704867564905545,0.9423435544572314,0.5233041200709316,0.523475958127591,0.7842923978261378,0.6594866914661668,0.5041891222420896,5.024825443517178,5.046613242426415,True,pi
31,0.9877157315453877,0.7031660355965748,0.8203078101459275,0.8486260917720432,0.5115404733672884,0.501949951997868,0.9874720493468893,0.9334565271663824,0.8428961991788457,5.123042818540439,5.144524553947324,True,pi
32,0.8881803525338555,0.5197342078699743,0.7748794986031579,0.5813193251001849,0.54463517418024,0.608230277250827,0.7873552303314993,0.9805410819134404,0.5855902189448208,5.0843549804705,5.111490100018106,True,pi
33,0.8743787449535536,0.8877531985112157,0.5073041775083293,0.5023310499326308,0.5316862534182079,0.9505386935823461,0.6628136988693802,0.979638279445988,0.5559344888749154,5.18104850759753,5.128884848072679,True,pi
34,0.7744030606546797,0.6755032148067643,0.5058081504012772,0.5120971597964938,0.5396303045513041,0.5796593247112678,0.8817651735795041,0.740847105756794,0.5500697846590088,4.677447873301054,4.4445390548862855,True,pi
35,0.9776759168957294,0.8910815787377171,0.6530873558503588,0.7233443186020169,0.5637391059782048,0.5493772865500735,0.567601271243807,0.929585632436186,0.5580075819990509,5.175345613622865,4.9021583175535,True,pi
36,0.930804041023578,0.8574430230775603,0.532035853860418,0.9426087847421039,0.5190175909401531,0.597543793329316,0.7711580602677552,0.804505255553978,0.5174968407114687,5.179402460180145,5.423860828714834,True,pi
37,0.9682043928160575,0.7591607072263045,0.5436145988740928,0.8108722270074168,0.5604632141312107,0.5937649787291241,0.8867602353809525,0.7422981309453983,0.5006207111109184,5.112672794767193,5.090928570744749,True,pi
38,0.9969523990655826,0.6728099414693325,0.6101814756856261,0.7904474812856246,0.5409566901372218,0.7107703681818213,0.8217089523135197,0.9615108611478963,0.7051173410390543,5.196181784939501,5.241493119666358,True,pi
39,0.9503236025190684,0.890738956351817,0.6228269539774652,0.8717325584812141,0.5681167363973147,0.766701743265132,0.8593663076078548,0.9973093895087569,0.6161886627276529,5.233804059604725,5.2911925131360595,True,pi
40,0.9673369357879855,0.5569077062691739,0.596330034316922,0.8907279986078738,0.6568036751912365,0.5386274854796984,0.7057114405285433,0.9995641749351117,0.5056034558151187,5.232713301694555,5.484690555882591,True,pi
41,0.9177680267577122,0.8718073347350562,0.834388420167946,0.6704717485840419,0.5253237564773023,0.5260962388092459,0.9563534599853765,0.988514947073039,0.6041046659420106,5.063658550218167,5.061155688386351,True,pi
42,0.9780633323741501,0.8449687866862909,0.7049458011772148,0.9254354797766907,0.6431465843137995,0.6003880706156328,0.8711785284818852,0.881879210544234,0.6060834259657502,5.216116626636039,5.2265948194196925,True,pi
43,0.9387194128594895,0.8961768567313131,0.5564560487438888,0.9870653745678017,0.5368856604420644,0.6211710855545582,0.5622494398722733,0.963895812252433,0.5429219692511109,5.335774566215403,5.423039190820094,True,pi
44,0.9545610136087409,0.5734321555186785,0.6601963958356135,0.5296899082108619,0.5344004492530507,0.8714285843503212,0.9488890552444642,0.9892385008090856,0.523725352888245,5.151554522609458,5.145852494445962,True,pi
45,0.9823559495251217,0.8880661203606923,0.5494249322780038,0.6606455386671036,0.5745666296079954,0.7010899083748443,0.7921825029478956,0.9584544586832145,0.5255944231050189,5.2654223358252485,5.27376849478678,True,pi
46,0.9230995462142852,0.6595422763761223,0.5741767240652832,0.7354306154862325,0.5179769563887631,0.5024805160003982,0.8000058998353388,0.9569555770769097,0.5403241952022055,5.235423444926157,5.3000805036222465,True,pi
47,0.9560915717167509,0.8792489334933169,0.5335840613044283,0.6322601698957884,0.5107210380918564,0.9675879939998224,0.9904162192338959,0.9936564033647777,0.5544900178602391,5.265504580026464,5.234783364752226,True,pi
48,0.8955498654074527,0.8766229069702225,0.6072951147554357,0.875528910908612,0.519318144675865,0.5510372632420506,0.7477399787464059,0.9095679406136006,0.5118175240837723,5.235155310452084,5.111480002937676,True,pi
49,0.9804261758723634,0.5424308872382422,0.6019051800727299,0.6182215065536485,0.5190646766072631,0.5180552698997363,0.8845844298224861,0.9447691412508145,0.6309072300761742,5.180314478041234,5.218119684025064,True,pi
50,0.9657093534998438,0.9980675191924315,0.615514127160597,0.9405216555776634,0.5312986674551152,0.5598329608992947,0.9192653306847077,0.8795968808338874,0.658436941529907,5.253261243386256,5.346760455307516,True,pi
51,0.9749968644512279,0.7966611401922419,0.5196683605548181,0.9759865496124374,0.525491696961657,0.5580837786823182,0.9887160793708079,0.9482491482824422,0.7801774459297357,5.295124659660533,5.1429006458419835,True,pi
52,0.9847636465194756,0.5516803702177,0.7885004743916657,0.9455005154941057,0.6126052307438763,0.5386482079944099,0.9893109218946755,0.8767274642660217,0.5494137107298092,5.154863442460314,4.899168213852636,True,pi
53,0.9821555060518266,0.7190879165668849,0.5025171184496688,0.9420934623446182,0.6559435762257637,0.6366123013922265,0.8046680063593334,0.854584393147229,0.6813801906591275,5.229928498329164,5.415890044104755,True,pi
54,0.9228280069345435,0.5096731908960086,0.5307421965135597,0.95793366314852,0.9173242564128505,0.6376884743801874,0.7922385743937734,0.9021224672527921,0.5305888247026338,5.29404921610254,5.218337816418398,True,pi
55,0.9988777477921654,0.697044197918487,0.9506774798891262,0.9953360616876653,0.5248650036444995,0.6109562189966574,0.5693988867737481,0.8345744082895497,0.8837464965780714,4.2601049055738995,4.218911062502014,True,pi
56,0.9757771275437284,0.5458345475441932,0.5047109371688301,0.8520582341036627,0.6509745827526472,0.5577990772432321,0.5373725126789637,0.803471203630883,0.5606630483330897,5.153643781260869,5.515153493899756,True,pi
57,0.960769509262275,0.5044952600629637,0.5794617275935978,0.6968085313641086,0.7288714391000729,0.6968028865406337,0.5898985946220061,0.9610895816062355,0.6504332080479325,5.214694599934034,5.000735700860903,True,pi
58,0.9552489486355101,0.5634301864474303,0.5429006289113708,0.8340557703884639,0.686572098700535,0.5031737994563581,0.9463993771610479,0.6778565295665897,0.9326830157818538,4.812786774303421,4.973285089950998,True,pi
59,0.9796456215522079,0.5243384030691076,0.5123758882180446,0.8845375150677725,0.7195413129586414,0.6448187150798583,0.6206497303116185,0.7821881595972076,0.644077098437105,5.130408391768387,5.06141514091915,True,pi
60,0.9982210026934756,0.7203529822188133,0.7833947495063185,0.5601638379002841,0.6767296362290665,0.7756600335572417,0.9497792974076223,0.8031681200644712,0.7467399489663605,5.094324769256704,4.899382125000473,True,pi
61,0.5396756023652628,0.8105766916453739,0.917235334780914,0.7414487160676185,0.6772327842498156,0.8516367368551891,0.9574309107419112,0.7479300658662145,0.6755364716031081,4.10391495721754,4.274190371698813,True,pi
62,0.9698524892718159,0.5237392094142546,0.5750820216252044,0.837950135453741,0.6116894411709539,0.5103808697167305,0.7053937046849823,0.9602634540039262,0.6024685992950167,5.240991289288065,5.311066590919702,True,pi
63,0.7178241669953108,0.6357481672989054,0.9133983669784353,0.5682630348178822,0.7816099105057005,0.745042530443948,0.6856530536975551,0.5221632019559952,0.8262440994152369,3.81987351382436,4.032799425760262,True,pi
64,0.9914320340078875,0.7036535869144591,0.5674657005610155,0.9888935207491167,0.5070388813386525,0.644553898562497,0.689074463825359,0.6421340116530008,0.738146569001227,5.203505874897205,5.545204496126905,True,pi
65,0.9910233362095093,0.8634559647170852,0.668981402685013,0.7999026733262684,0.5430909767043953,0.5116336373033832,0.9892474743217072,0.9246364852141988,0.5373989878204791,5.204989756458143,5.3757954051110195,True,pi
66,0.7976923259129165,0.5987282032180561,0.5170068625806823,0.927799347464341,0.8806085136939699,0.7864113969526443,0.9558694636356857,0.9816911212245322,0.5302887112327579,5.054585569442442,5.072764303875388,True,pi
67,0.9868949023497844,0.9844146868342655,0.5129476657660513,0.9169528314112164,0.7364764095894784,0.7671097435028496,0.9684844301680571,0.9696745280032122,0.5187796459002846,5.3109587301587435,5.4631865030857,True,pi
68,0.927756444768556,0.5552261656098235,0.5055908863908387,0.9267638552577381,0.813224072312821,0.6384164628524736,0.8861828285002223,0.9861193181605399,0.5355002702181808,5.270035408382478,5.509218122385175,True,pi
69,0.9931279061385503,0.9469259433021917,0.5579342095296904,0.9674571594891233,0.5073871808714037,0.8360160935255518,0.521189912324765,0.5463096932244509,0.7523001367818827,5.178565767803358,5.064862267927847,True,pi
70,0.9919441056137586,0.5597154400433311,0.5948750520158865,0.9574593636759571,0.5583552900210111,0.5672483940287548,0.6446085970620073,0.5130165314990729,0.5891876555939415,5.091278070741876,5.174466934284479,True,pi
71,0.993863324869198,0.6932805198015448,0.5390028475899252,0.7289460975561008,0.6836832210640884,0.8176195609342596,0.9978998624962445,0.9582641017076681,0.576667065761864,5.236952812915508,5.096054761450595,True,pi
72,0.9016383241359152,0.8411215730132956,0.5013314013337573,0.9555778958570387,0.7497284169694058,0.5118222473493916,0.9818151683839089,0.8594063052286729,0.6450907168838067,5.299626095279873,5.335598493550628,True,pi
73,0.9993614960167609,0.8058371541506409,0.5416480876535215,0.9247867489723205,0.6213787549233865,0.7064462886952483,0.8415735231681469,0.8224333584088428,0.6064170596568454,5.187235130267743,5.013530116513248,True,pi
74,0.6189878907834461,0.6568251255728246,0.6477815646994934,0.7924851681624723,0.7362529864369245,0.5949125122257183,0.5155323474527262,0.5702170511005145,0.6302087981670301,4.3260505634019735,4.7069634595725915,True,pi
75,0.6875144519647118,0.7430331317448747,0.6198402254838071,0.9022993737939469,0.9937965886312544,0.8243182135690181,0.9176061253244514,0.9239151300975883,0.7226935328584159,4.853102006257007,4.62133364943995,True,pi
76,0.9332164914184576,0.90870297842184,0.7819437716095659,0.9194568358088273,0.7307849965410071,0.5363480377792804,0.8096825450419838,0.7145204579036776,0.7649906012067687,5.050046304661817,5.092087503670116,True,pi
77,0.8791923257456546,0.699319668046644,0.9578856003435137,0.6840906540026477,0.761624055113293,0.5694631669333857,0.9427321331190441,0.9693367674216907,0.8432157993400815,3.9047044195121656,3.8906464976817943,True,pi
78,0.8796347237097454,0.7756923862883518,0.6972349357543681,0.9528130533334114,0.7648699910696775,0.5644318579712636,0.955104255274374,0.8119466548216682,0.880284125383778,5.060079646442125,4.758239486491903,True,pi
79,0.5641149590171599,0.6521732910605018,0.6753830161434646,0.743178294199461,0.6884668170211062,0.954790643322381,0.7557278818560953,0.9425065397457004,0.5981890993798975,4.770039457144248,4.98580708974065,True,pi
80,0.755445866064446,0.8787160511275884,0.5868208655209668,0.5284469612882885,0.6475604802799574,0.5232409946917547,0.5446227784598204,0.585191661816153,0.8757795244572664,4.590506378987531,4.713099243942587,True,pi
81,0.881337066197742,0.7941169226153013,0.5758681594647634,0.6174144940044416,0.633589807795452,0.8739888128278128,0.6968304821357556,0.9305404255857184,0.7982933669261367,5.115217885121067,4.998306353609738,True,pi
82,0.9950439165806014,0.9956515835759496,0.5407944551282364,0.6789081783939406,0.5546868471515161,0.5377517398643964,0.5676069494112761,0.6137305894793035,0.7523837129980165,5.1726297141657716,4.983358271259795,True,pi
83,0.6250026242528306,0.7451046662703511,0.5245198159011009,0.8983579873033974,0.6542520522830106,0.9397263517838725,0.9440628082280451,0.7871069031057759,0.5530695927641611,4.67975683990827,4.680951705842226,True,pi
84,0.756428773124071,0.6084279041802065,0.6790934469419336,0.5892588849805369,0.7059161054235366,0.8839604178485028,0.8304932810722137,0.9478803940081226,0.9601003203488003,4.755696466172778,4.535459069605341,True,pi
85,0.9408419063703655,0.9273419297715559,0.6650027261262144,0.8946233260499137,0.9066269055386964,0.6783292176223424,0.5982045770055662,0.5633064087163098,0.9738854803159276,4.700204649918143,4.617037653652986,True,pi
86,0.9874839625181326,0.7101990755040812,0.6779293304303802,0.7787860076490245,0.8378866697335866,0.6453948432325471,0.7265748502000356,0.7765419347011544,0.9542214429240727,4.596644992138917,4.475346860252203,True,pi
87,0.9166106208191246,0.6150835756019236,0.6051905943489541,0.9644511158733937,0.5266308006997755,0.5394097784695442,0.9176735333872518,0.852024883832172,0.685990846649967,5.223509983336769,5.183490317044261,True,pi
88,0.7282530386858095,0.5909098535660345,0.8353942235695768,0.9375685474185518,0.8555314108162951,0.8141978288505725,0.6723137972957325,0.5480475409507606,0.9949076155941527,4.5190967267866125,4.495246883576656,True,pi
89,0.9889926601025609,0.7482880031998765,0.5319217060237308,0.9785656344466898,0.509453338554199,0.5277189718439154,0.5059511736132088,0.8232079717041043,0.6040836611011227,5.235929470298213,5.517857063193646,True,pi
90,0.9259225450147517,0.653813918525104,0.5411480475991728,0.7111184076669534,0.9426756753973149,0.5129156073558617,0.9444140403778789,0.9656409055618317,0.533758628266159,5.230395020579565,5.521682216654515,True,pi
91,0.8868787997624878,0.9526269989037786,0.5240794516270503,0.6360360046166985,0.5593286540542275,0.6004333627799003,0.9846540849960543,0.9345356817760893,0.5762602801473082,5.218279158875674,5.161490099323539,True,pi
92,0.927059724116192,0.7250518456854828,0.5495016085097908,0.8706985679351542,0.5742184202502494,0.5128907541361302,0.5330087929807472,0.5922778362145273,0.5367714863473427,5.083413761740008,5.225002175712988,True,pi
93,0.920476621170133,0.7615147995838962,0.5379425065574059,0.987446516039675,0.8719833657919887,0.5249181475959153,0.9115993871573573,0.9758722852585333,0.5223954424794018,5.295801561194214,5.372363706717431,True,pi
94,0.8936112004202673,0.5084258684901632,0.5213689711299272,0.8821342540617916,0.5043895782717813,0.5567159978242822,0.9833769374748209,0.9869675948332975,0.5963936586176821,5.255200000000008,5.270386830241389,True,pi
95,0.981530029505318,0.919072352992053,0.6621494648674797,0.9816162645070643,0.5031051240053686,0.5223479648514409,0.7695098449565565,0.7287329261492603,0.9502870801101162,4.953501233147437,4.630585770218936,True,pi
96,0.6751010906760909,0.7056164726040126,0.5002716062065743,0.8393473202926882,0.5258077903412293,0.8906006878641575,0.9781002808724837,0.9007485546348393,0.9422608483354435,4.83082079193416,4.52921254733036,True,pi
97,0.8771299007469964,0.8804180566549384,0.9629425416556571,0.653940997551777,0.603161178768151,0.9826117227267481,0.7430029056174517,0.503973098867691,0.9256787697952545,4.518770509610547,4.555049107856796,True,pi
98,0.7375599101549559,0.9477708651445773,0.6085330288713042,0.5735961522988184,0.5414037692497609,0.8045461738399964,0.9834190288590456,0.8518596634456302,0.774569361742419,4.9628744773526465,4.605597322659918,True,pi
99,0.9628410026142213,0.8705830246456381,0.7970499452035051,0.6125623174272435,0.7250943898167828,0.6926238974701391,0.8172611233334417,0.8063811699957364,0.5439160697451463,5.07039927768937,4.947122946569572,True,pi
100,0.7068703066484194,0.696206466502732,0.6168231588774948,0.5958809698437728,0.7877323064789155,0.5636571212176587,0.7243891353917742,0.5514048986708815,0.8762185558030078,4.396172295805758,4.459218437104962,True,pi
