Optimization;Execution_Time
1;6.02462911605835
2;3.234262704849243
3;4.324725151062012
4;15.356090307235718
5;14.955435037612915
6;23.51283860206604
7;23.27399516105652
8;45.72669863700867
9;75.90900349617004
10;105.96151995658875
11;119.2062201499939
12;40.515156984329224
13;52.92376494407654
14;48.33644199371338
15;44.903743267059326
