Hypervolume;Run
72.49066925048828;0
73.16266632080078;1
1012915.1875;2
1059379.25;3
1077120.0;4
1077120.0;5
1122992.625;6
1122992.625;7
1127681.25;8
1176975.375;9
1180101.125;10
1180101.125;11
1228465.875;12
1279618.5;13
1279618.5;14
1280463.375;15
