Optimization;Execution_Time
1;60.81902551651001
2;4.635244369506836
3;4.930787086486816
4;10.569493055343628
5;12.394331932067871
6;38.61986327171326
7;14.869533061981201
8;17.000651121139526
9;17.122509002685547
10;20.005361318588257
11;23.89024066925049
12;28.316521883010864
13;27.34558868408203
14;34.325807332992554
15;34.2863335609436
