Optimization;Execution_Time
1;9.48813533782959
2;3.7531445026397705
3;4.11621880531311
4;4.658724784851074
5;4.556840896606445
6;4.449223756790161
7;5.4196696281433105
8;9.442459344863892
9;11.921082258224487
10;13.065223693847656
11;19.596418380737305
12;13.689643621444702
13;22.951151609420776
14;20.365827322006226
15;21.320186853408813
