Optimization;Execution_Time
1;5.680897951126099
2;5.340418577194214
3;6.1503331661224365
4;5.6782448291778564
5;9.203900575637817
6;10.309748649597168
7;10.715449571609497
8;9.158162593841553
9;14.663466453552246
10;18.93463897705078
11;15.95552372932434
12;22.95909571647644
13;17.797608852386475
14;28.555644989013672
15;35.63230657577515
