Hypervolume;Run
47.93836975097656;0
47.93836975097656;1
827596.8125;2
967495.6875;3
967495.6875;4
967495.6875;5
967495.6875;6
967495.6875;7
967557.125;8
967557.125;9
969216.0;10
969216.0;11
969216.0;12
969216.0;13
969216.0;14
969216.0;15
