Hypervolume;Run
8.208539009094238;0
10.215404510498047;1
122584.7734375;2
122584.7734375;3
156994.53125;4
160588.1875;5
169693.375;6
169693.375;7
169693.375;8
171116.09375;9
172360.96875;10
172360.96875;11
173320.46875;12
221089.21875;13
257700.796875;14
257700.796875;15
