Optimization;Execution_Time
1;36.36492872238159
2;5.169091701507568
3;7.053680658340454
4;11.824127912521362
5;24.861850023269653
6;37.1404664516449
7;12.546587705612183
8;38.372743368148804
9;85.6883544921875
10;286.6358323097229
11;239.22982478141785
12;790.777129650116
13;684.3114309310913
14;882.3794193267822
15;742.9116406440735
