User_ID;Condition_ID;Group_ID;Timestamp;Run;Phase;IsPareto;Trust;Understanding;MentalLoad;PerceivedSafety;Aesthetics;Acceptance;TimeToStartCrossing;verticalPosition;verticalWidth;horizontalWidth;r;g;b;a;blinkFrequency;volume
16;1;-1;2024-09-04 14:30:32;1;sampling;FALSE;4.5;3.5;8.0;0.75;7.0;6.0;12.1;0.571216456592083;0.684220165014267;0.8516631126403809;0.6026630848646164;0.8192606270313263;0.7624099552631378;0.8448669612407684;0.5351701565086842;0.6939396560192108
16;1;-1;2024-09-04 14:33:05;2;sampling;FALSE;4.0;1.75;5.0;-0.25;6.0;6.0;12.219999999999999;0.673928752541542;0.9460311532020569;0.6089437901973724;0.6183651834726334;0.7091426402330399;0.6190721690654755;0.7485894560813904;0.709507092833519;0.7984497547149658
16;1;-1;2024-09-04 14:35:01;3;sampling;FALSE;3.0;2.0;5.0;-0.25;6.0;6.0;12.19;0.8642500936985016;0.6845929324626923;0.9356712102890015;0.6337292343378067;0.7317203879356384;0.8513949513435364;0.5873682796955109;0.9594457447528839;0.9082525074481964
16;1;-1;2024-09-04 14:37:28;4;sampling;FALSE;3.0;2.0;5.0;-0.75;6.0;4.0;11.9;0.7652979791164398;0.5814417079091072;0.8138562440872192;0.7765065133571625;0.623119443655014;0.7318269610404968;0.84910848736763;0.7631576061248779;0.9461965262889862
16;1;-1;2024-09-04 14:40:21;5;sampling;FALSE;2.5;2.0;5.0;-0.75;6.0;5.0;12.11;0.5841478183865547;0.7210822254419327;0.7324564456939697;0.9894124567508698;0.7224889844655991;0.8775119483470917;0.9890377223491669;0.9511557221412659;0.5887019485235214
16;1;-1;2024-09-04 14:42:55;1;optimization;FALSE;2.0;2.25;5.0;-1.0;6.0;5.0;11.93;0.5412804228582657;0.7629485500647761;0.8761396556443817;0.556301669599581;0.847176780246194;0.7524623657106033;0.7479121062761926;0.5;0.6841225628584443
16;1;-1;2024-09-04 14:45:19;2;optimization;TRUE;2.0;2.0;5.0;-1.0;6.0;5.0;12.77;0.7846801661415096;0.8883811865027921;0.9443314617708991;0.6091447849100377;0.943373239995049;0.8792377353382348;0.8738795526415677;0.7503427707835784;0.8462192837509978
16;1;-1;2024-09-04 14:47:54;3;optimization;TRUE;2.0;2.5;5.0;-1.0;6.0;5.0;12.73;0.78045569628785;0.9120280759696211;0.9553237958671663;0.5812189587758533;0.9584492225395314;0.8807376189616539;0.8695904600198441;0.731120819833871;0.8490191150655724
16;1;-1;2024-09-04 14:50:05;4;optimization;FALSE;2.0;2.75;6.0;-1.0;6.0;5.0;11.99;0.7656577798367511;0.9168178048353103;0.9601830067835263;0.5544023113084041;0.9721718983336682;0.8757128969264798;0.8613824833762278;0.6993297761066393;0.846512995633677
16;1;-1;2024-09-04 14:52:17;5;optimization;TRUE;2.0;2.75;6.0;-1.0;6.0;5.0;12.959999999999999;0.7831687179745601;0.905761318961918;0.9716674059775032;0.5311918956910506;0.9759735691208502;0.8902224583374599;0.8970914688019574;0.7303527034432364;0.8531156539844946
16;1;-1;2024-09-04 14:54:49;6;optimization;TRUE;2.0;2.75;6.0;-1.0;6.0;5.0;12.77;0.7847978135341428;0.7511576295466809;0.9993721952796887;0.7576434776651618;1.0;0.841148102873305;0.9312444450133261;0.715449429507908;0.8535967131831134
16;1;-1;2024-09-04 14:57:33;7;optimization;TRUE;2.0;4.5;6.0;-1.0;6.0;5.0;12.15;0.5456434472270859;0.855174276118532;1.0;0.7466393857327599;1.0;0.8679108813946446;0.8678850797614563;0.7185225521417606;0.8467058327103214
16;1;-1;2024-09-04 15:00:15;8;optimization;TRUE;3.0;3.5;7.000000000000001;0.0;6.0;5.0;12.47;0.7202430319957692;0.8888263752659684;1.0;0.7267344208358806;1.0;0.8719827596219953;0.8701762101282624;0.7239356743933276;0.659334886203517
16;1;-1;2024-09-04 15:02:21;9;optimization;FALSE;2.0;2.5;6.0;-1.0;6.0;5.0;12.58;0.7295561902726202;0.9057912933771386;1.0;0.7439102290459262;1.0;0.9241516146159126;0.969090323015338;0.7669005783474505;0.7792079731991104
16;1;-1;2024-09-04 15:04:14;10;optimization;FALSE;2.0;2.5;6.0;-1.0;6.0;5.0;13.120000000000001;0.7312101858098339;0.8988758932465699;1.0;0.7552681814095923;1.0;0.9346770337934478;0.9194184486477588;0.7615334809484472;0.7905963514556646
16;1;-1;2024-09-04 15:06:02;11;optimization;FALSE;2.0;2.5;6.0;-1.0;6.0;5.0;12.88;0.7599273230483772;0.9078617176442239;1.0;0.7734670401633112;1.0;0.9188517599298474;0.9081400099598418;0.7660254245307159;0.792418588189379
16;1;-1;2024-09-04 15:08:05;12;optimization;FALSE;2.0;2.5;6.0;-1.0;6.0;5.0;12.74;0.7555845408751515;0.9080497014351541;1.0;0.7679648330977058;1.0;0.9211890057568678;0.9009861928130589;0.7621491964137335;0.7925276800979457
16;1;-1;2024-09-04 15:09:56;13;optimization;FALSE;2.0;2.5;6.0;-1.0;6.0;5.0;13.290000000000001;0.7664288085989266;0.9041599790553547;1.0;0.7568885232842235;1.0;0.924160281122685;0.8962145256485059;0.7520790313743482;0.7932057213154119
16;1;-1;2024-09-04 15:11:51;14;optimization;FALSE;2.0;2.5;6.0;-1.0;6.0;5.0;12.41;0.7632533342371172;0.9019707560189281;1.0;0.7631876630246268;1.0;0.9260605940852786;0.8921444881740189;0.7473343421243883;0.7944327571824596
16;1;-1;2024-09-04 15:14:15;15;optimization;FALSE;2.0;2.5;6.0;-1.0;6.0;5.0;12.799999999999999;0.7482509990677471;0.9067917714029559;1.0;0.7779728476652519;1.0;0.9192265758008042;0.8983413046797022;0.7551687515993892;0.7951717478025937
