Optimization;Execution_Time
1;79.02244973182678
2;6.295196533203125
3;6.086268424987793
4;7.313687801361084
5;11.970674991607666
6;68.73045563697815
7;95.67991924285889
8;65.5074257850647
9;98.69216275215149
10;606.2720632553101
11;942.6043169498444
12;1100.7197246551514
13;1004.9017424583435
14;1096.665023803711
15;645.0853815078735
