Hypervolume;Run
62.598697662353516;0
66.60116577148438;1
379159.5625;2
758303.5;3
1287264.0;4
1337614.125;5
1354702.125;6
1400002.5;7
1400002.5;8
1400002.5;9
1400002.5;10
1400002.5;11
1400002.5;12
1400002.5;13
1400002.5;14
1400002.5;15
