Optimization;Execution_Time
1;40.773165702819824
2;3.4433982372283936
3;5.0937230587005615
4;4.30255389213562
5;6.739274501800537
6;6.829627275466919
7;6.91576361656189
8;8.95124888420105
9;13.016670942306519
10;7.936201095581055
11;12.244586706161499
12;18.189200401306152
13;12.632689476013184
14;8.349151611328125
15;12.390065431594849
