Hypervolume;Run
86.61333465576172;0
87.8933334350586;1
1145548.75;2
1145548.75;3
1228677.125;4
1228677.125;5
1236787.25;6
1236787.25;7
1236787.25;8
1251993.625;9
1251993.625;10
1251993.625;11
1251993.625;12
1251993.625;13
1251993.625;14
1297612.75;15
