Hypervolume;Run
30.32119369506836;0
30.32119369506836;1
11762.68359375;2
487856.25;3
493920.0;4
616553.4375;5
781574.0625;6
818637.1875;7
818637.1875;8
818637.1875;9
818637.1875;10
852871.375;11
857901.4375;12
860881.3125;13
865915.4375;14
868378.5;15
