Optimization;Execution_Time
1;4.930852174758911
2;6.228908538818359
3;4.892140865325928
4;4.819022178649902
5;7.875854015350342
6;11.068747758865356
7;17.776466131210327
8;16.823291063308716
9;11.282167911529541
10;13.636373281478882
11;16.35689878463745
12;19.628381729125977
13;23.83958649635315
14;30.530105113983154
15;34.441667795181274
