User_ID;Condition_ID;Group_ID;Timestamp;Run;Phase;IsPareto;Trust;Understanding;MentalLoad;PerceivedSafety;Aesthetics;Acceptance;TimeToStartCrossing;verticalPosition;verticalWidth;horizontalWidth;r;g;b;a;blinkFrequency;volume
23;1;-1;2024-09-06 11:39:50;1;sampling;FALSE;1.0;1.0;10.0;2.75;6.0;6.5;13.66;0.571216456592083;0.684220165014267;0.8516631126403809;0.6026630848646164;0.8192606270313263;0.7624099552631378;0.8448669612407684;0.5351701565086842;0.6939396560192108
23;1;-1;2024-09-06 11:43:02;2;sampling;FALSE;5.0;5.0;10.0;3.0;6.0;6.5;13.3;0.673928752541542;0.9460311532020569;0.6089437901973724;0.6183651834726334;0.7091426402330399;0.6190721690654755;0.7485894560813904;0.709507092833519;0.7984497547149658
23;1;-1;2024-09-06 11:45:07;3;sampling;FALSE;5.0;4.0;10.0;3.0;7.0;7.0;13.14;0.8642500936985016;0.6845929324626923;0.9356712102890015;0.6337292343378067;0.7317203879356384;0.8513949513435364;0.5873682796955109;0.9594457447528839;0.9082525074481964
23;1;-1;2024-09-06 11:47:04;4;sampling;FALSE;5.0;3.75;10.0;2.75;7.0;7.0;13.04;0.7652979791164398;0.5814417079091072;0.8138562440872192;0.7765065133571625;0.623119443655014;0.7318269610404968;0.84910848736763;0.7631576061248779;0.9461965262889862
23;1;-1;2024-09-06 11:48:48;5;sampling;FALSE;5.0;4.25;10.0;3.0;7.0;7.0;13.99;0.5841478183865547;0.7210822254419327;0.7324564456939697;0.9894124567508698;0.7224889844655991;0.8775119483470917;0.9890377223491669;0.9511557221412659;0.5887019485235214
23;1;-1;2024-09-06 11:51:13;1;optimization;TRUE;5.0;5.0;10.0;3.0;7.0;7.0;13.01;0.75599975066286;0.894847664599064;0.6433071197288992;0.8990228395000851;0.6850074169701678;0.6996171364846601;0.7156710349815434;0.8269869332588862;0.763425590870694
23;1;-1;2024-09-06 11:53:42;2;optimization;FALSE;5.0;5.0;10.0;3.0;7.0;7.0;13.15;0.9173469875850677;0.9947540924136606;0.8299203715803165;0.983271971915225;0.8678814248814161;0.8616714263542289;0.8665410549476209;0.9280654360154357;0.9086830448744863
23;1;-1;2024-09-06 11:55:31;3;optimization;FALSE;5.0;5.0;10.0;3.0;7.0;7.0;12.78;0.9477717377822596;1.0;0.7767298161017411;1.0;0.8552025886520412;0.8170475473050398;0.8166610323365096;0.9095222629197323;0.91710589939907
23;1;-1;2024-09-06 11:57:16;4;optimization;FALSE;5.0;5.0;10.0;3.0;7.0;7.0;13.56;0.8931894821510797;1.0;0.8873362753630725;1.0;0.8258470068461609;0.8562445103837042;0.7773098484701688;0.9107097823541863;0.9454361448572568
23;1;-1;2024-09-06 11:59:02;5;optimization;FALSE;5.0;4.75;10.0;3.0;7.0;7.0;13.25;0.9182390449286769;1.0;0.7364372735141467;1.0;0.8057801974119929;0.8959531002615458;0.8406738514081032;0.8293473974647021;0.9280723883457085
23;1;-1;2024-09-06 12:00:38;6;optimization;FALSE;5.0;4.75;10.0;3.0;7.0;7.0;12.7;0.9125068949164743;1.0;0.880015176571995;1.0;0.818749959187836;0.6965497856956802;0.8155456482397139;0.9970219627545908;0.9043113300742327
23;1;-1;2024-09-06 12:02:11;7;optimization;FALSE;5.0;5.0;10.0;3.0;7.0;7.0;12.91;0.9037516645118397;0.9983471212391102;0.8057246167233922;0.9725678556100508;0.9631374444746521;0.992456641613676;0.6192387664296549;0.881944820029973;0.8826447960304498
23;1;-1;2024-09-06 12:03:49;8;optimization;FALSE;5.0;5.0;10.0;3.0;7.0;7.0;12.59;0.9067492388870386;0.9761742340457078;0.9117886382476499;0.9801052670209283;0.8972787500045019;0.7178054221957741;0.7232827956415605;0.6563548865403728;0.9931355595088642
23;1;-1;2024-09-06 12:05:22;9;optimization;FALSE;5.0;5.0;10.0;3.0;7.0;7.0;13.37;0.9178246137316938;0.9830405253838985;0.7403432469404453;0.9773117835140844;0.6475168803067346;1.0;0.6178467711112853;1.0;1.0
23;1;-1;2024-09-06 12:06:53;10;optimization;FALSE;5.0;5.0;10.0;3.0;7.0;7.0;13.4;0.9153218558910439;0.9865472373497784;0.8547969853698656;0.9872938083031486;0.5839344371676969;1.0;0.8910157275773419;0.711230502780677;0.6498862609508737
23;1;-1;2024-09-06 12:08:13;11;optimization;FALSE;5.0;5.0;10.0;3.0;7.0;7.0;13.3;0.9036264699253003;0.9823538739363175;0.5;0.9950686789978971;0.8310158090510291;0.8509441227187509;0.7861505104712951;1.0;0.6502760256756309
23;1;-1;2024-09-06 12:10:22;12;optimization;FALSE;5.0;5.0;10.0;3.0;7.0;7.0;13.18;0.8979264553309727;1.0;0.5;0.9595328100743528;0.5734008210209737;0.9809186252317733;1.0;0.9063954924072355;1.0
23;1;-1;2024-09-06 12:14:00;13;optimization;FALSE;5.0;5.0;10.0;3.0;7.0;7.0;13.25;0.8992722874962782;0.9921529836190772;1.0;0.968153967959388;0.5093144803172217;0.9190739026205644;0.5650417141088107;1.0;0.5863259653137418
23;1;-1;2024-09-06 12:15:48;14;optimization;FALSE;5.0;5.0;10.0;3.0;7.0;7.0;13.28;0.8867936423591529;0.9672113802904925;1.0;1.0;0.7652911657463732;1.0;1.0;1.0;1.0
23;1;-1;2024-09-06 12:18:07;15;optimization;FALSE;5.0;5.0;10.0;3.0;7.0;7.0;13.11;0.8902899174401897;0.9797772654135298;0.5;1.0;0.6125039703531064;1.0;0.5125592060129879;0.7054974574222904;0.9422111676297786
