Hypervolume;Run
113.25289154052734;0
118.16777801513672;1
1420277.75;2
1434470.375;3
1434470.375;4
1476034.5;5
1476034.5;6
1476034.5;7
1476034.5;8
1476034.5;9
1476034.5;10
1476034.5;11
1476034.5;12
1476034.5;13
1476034.5;14
1476034.5;15
