User_ID;Condition_ID;Group_ID;Timestamp;Run;Phase;IsPareto;Trust;Understanding;MentalLoad;PerceivedSafety;Aesthetics;Acceptance;TimeToStartCrossing;verticalPosition;verticalWidth;horizontalWidth;r;g;b;a;blinkFrequency;volume
21;1;-1;2024-09-05 15:30:42;1;sampling;FALSE;4.5;3.0;5.0;-1.25;6.0;6.0;0.0;0.571216456592083;0.684220165014267;0.8516631126403809;0.6026630848646164;0.8192606270313263;0.7624099552631378;0.8448669612407684;0.5351701565086842;0.6939396560192108
21;1;-1;2024-09-05 15:33:13;2;sampling;FALSE;2.0;1.0;4.0;-1.25;7.0;7.0;8.73;0.673928752541542;0.9460311532020569;0.6089437901973724;0.6183651834726334;0.7091426402330399;0.6190721690654755;0.7485894560813904;0.709507092833519;0.7984497547149658
21;1;-1;2024-09-05 15:35:51;3;sampling;FALSE;1.0;1.5;5.0;-0.75;7.0;7.0;8.42;0.8642500936985016;0.6845929324626923;0.9356712102890015;0.6337292343378067;0.7317203879356384;0.8513949513435364;0.5873682796955109;0.9594457447528839;0.9082525074481964
21;1;-1;2024-09-05 15:38:00;4;sampling;FALSE;3.0;1.0;5.0;-0.25;7.0;7.0;9.48;0.7652979791164398;0.5814417079091072;0.8138562440872192;0.7765065133571625;0.623119443655014;0.7318269610404968;0.84910848736763;0.7631576061248779;0.9461965262889862
21;1;-1;2024-09-05 15:40:26;5;sampling;FALSE;3.5;1.25;5.0;0.5;7.0;7.0;9.719999999999999;0.5841478183865547;0.7210822254419327;0.7324564456939697;0.9894124567508698;0.7224889844655991;0.8775119483470917;0.9890377223491669;0.9511557221412659;0.5887019485235214
21;1;-1;2024-09-05 15:42:59;1;optimization;TRUE;4.0;1.5;5.0;0.75;7.0;7.0;9.91;0.5703792231642838;0.6587956381312827;0.8159789504328814;0.9739600942147084;0.6421630453649817;0.8301647420179639;0.9034713432843582;0.610751674578377;0.6637865095743154
21;1;-1;2024-09-05 15:45:05;2;optimization;FALSE;4.0;2.75;7.000000000000001;0.75;7.0;7.0;9.65;0.829372323786759;0.878761674466858;0.9506073121584471;1.0;0.8709982391563718;0.9546751513439411;0.9760475734011187;0.7885587687572139;0.8440742095366403
21;1;-1;2024-09-05 15:47:39;3;optimization;FALSE;3.0;1.75;5.0;0.0;7.0;7.0;10.079999999999998;0.8606488176740672;0.9103788916138704;1.0;1.0;0.9468539561228562;0.9643882169563158;0.9812177954692461;0.7005715808497531;0.8710807881688143
21;1;-1;2024-09-05 15:49:52;4;optimization;FALSE;3.0;2.5;7.000000000000001;0.5;7.0;7.0;15.0;0.869259162766568;0.9089359431365713;0.9710923141825705;1.0;0.9046091143903653;0.9615102542701564;0.973091418208726;0.7785732225304386;0.8850314412194495
21;1;-1;2024-09-05 15:52:56;5;optimization;FALSE;3.0;2.25;7.000000000000001;1.0;7.0;7.0;9.12;0.914740166859559;0.9336125838226557;0.9659184972437356;1.0;0.9083727871080719;0.9596596415745977;0.9441052903835393;0.919373203169658;0.8785953158309618
21;1;-1;2024-09-05 15:55:09;6;optimization;FALSE;4.0;2.5;7.000000000000001;0.75;7.0;7.0;10.059999999999999;0.9076036451561409;0.9241881014361186;0.9631236366226108;1.0;0.8944596030106744;0.9688168243818709;0.9671875505795393;0.9580675076151577;0.8831385360287087
21;1;-1;2024-09-05 15:57:12;7;optimization;FALSE;4.0;3.25;7.000000000000001;1.0;7.0;7.0;10.4;0.9345120621371057;0.9449932825807645;0.9669220886879122;0.9824151179985612;0.8895115244568093;0.9717663192436832;0.9910004675939805;0.9342135177810202;0.9021727262583639
