Optimization;Execution_Time
1;4.553117752075195
2;5.385153532028198
3;3.9105288982391357
4;22.785264015197754
5;25.057353019714355
6;32.63896203041077
7;19.588655471801758
8;19.76636528968811
9;15.976086854934692
10;21.350672483444214
11;43.43439722061157
12;49.90931439399719
13;63.21850776672363
14;87.15776991844177
15;124.02177381515503
