Optimization;Execution_Time
1;4.506147861480713
2;5.3370301723480225
3;3.3842670917510986
4;6.1242148876190186
5;4.441370487213135
6;5.856154680252075
7;6.135599851608276
8;6.2116148471832275
9;7.4025890827178955
10;6.306118726730347
11;9.559374570846558
12;10.103791236877441
13;10.943077564239502
14;18.402471780776978
15;15.470489501953125
