Hypervolume;Run
55.9271125793457;0
61.45466613769531;1
772208.625;2
772208.625;3
866211.8125;4
879089.25;5
983363.5;6
983363.5;7
1097193.625;8
1097193.625;9
1097193.625;10
1109635.25;11
1109635.25;12
1109635.25;13
1109635.25;14
1109635.25;15
