User_ID;Condition_ID;Group_ID;Timestamp;Run;Phase;IsPareto;Trust;Understanding;MentalLoad;PerceivedSafety;Aesthetics;Acceptance;TimeToStartCrossing;verticalPosition;verticalWidth;horizontalWidth;r;g;b;a;blinkFrequency;volume
12;1;-1;2024-09-04 09:27:10;1;sampling;FALSE;1.0;3.5;10.0;0.25;5.0;7.0;0.0;0.571216456592083;0.684220165014267;0.8516631126403809;0.6026630848646164;0.8192606270313263;0.7624099552631378;0.8448669612407684;0.5351701565086842;0.6939396560192108
12;1;-1;2024-09-04 09:34:10;2;sampling;FALSE;1.0;5.0;10.0;2.75;6.0;6.5;0.0;0.673928752541542;0.9460311532020569;0.6089437901973724;0.6183651834726334;0.7091426402330399;0.6190721690654755;0.7485894560813904;0.709507092833519;0.7984497547149658
12;1;-1;2024-09-04 09:37:09;3;sampling;FALSE;3.0;5.0;9.0;2.75;6.0;5.5;10.169999999999998;0.8642500936985016;0.6845929324626923;0.9356712102890015;0.6337292343378067;0.7317203879356384;0.8513949513435364;0.5873682796955109;0.9594457447528839;0.9082525074481964
12;1;-1;2024-09-04 09:39:22;4;sampling;FALSE;5.0;4.0;10.0;3.0;6.0;6.5;12.51;0.7652979791164398;0.5814417079091072;0.8138562440872192;0.7765065133571625;0.623119443655014;0.7318269610404968;0.84910848736763;0.7631576061248779;0.9461965262889862
12;1;-1;2024-09-04 09:42:45;5;sampling;FALSE;2.0;1.5;1.0;-3.0;6.0;6.5;13.23;0.5841478183865547;0.7210822254419327;0.7324564456939697;0.9894124567508698;0.7224889844655991;0.8775119483470917;0.9890377223491669;0.9511557221412659;0.5887019485235214
12;1;-1;2024-09-04 09:45:05;1;optimization;TRUE;4.5;3.25;5.0;-0.75;6.0;6.5;13.09;0.8569819622904729;0.5603810760628795;0.7696619052186078;0.7556973458627667;0.6130250309040096;0.6499513051573241;0.6910823444444645;0.78996641012677;0.9616637730456561
12;1;-1;2024-09-04 09:49:56;2;optimization;FALSE;2.0;1.0;6.0;0.0;6.0;6.5;10.139999999999999;0.9561749563870952;0.7995986377214739;0.8898533918647545;0.8505662393404833;0.7119948268443388;0.8133042311965231;0.840021391662936;0.8835054604532084;1.0
12;1;-1;2024-09-04 09:56:27;3;optimization;FALSE;5.0;3.0;5.0;0.75;6.0;4.0;11.51;0.9771126802206413;0.6592976766944376;0.9014086287038577;0.8718812532898167;0.8312264392354916;0.8022646074240694;0.8348128797243071;0.8651897325925639;1.0
12;1;-1;2024-09-04 10:06:35;4;optimization;FALSE;4.0;2.25;10.0;3.0;6.0;5.0;10.49;0.9670012327288486;0.7983980971883249;0.9138793650496616;0.9283237208926207;0.876595795917357;0.8369037641409122;0.8966989300328416;0.9177586417142101;1.0
12;1;-1;2024-09-04 10:10:14;5;optimization;FALSE;5.0;3.0;10.0;3.0;6.0;6.0;11.19;0.9290632977711024;0.8209809167664697;0.9084205357516701;0.9647045452909966;0.9411257349546219;0.8499732423116959;0.916479509973871;0.9346171714021759;0.9984282179221811
12;1;-1;2024-09-04 10:13:06;6;optimization;FALSE;4.0;3.0;10.0;3.0;6.0;6.0;11.6;0.9285466218054388;0.8858169903676321;0.9034483641325943;0.9831206327758472;0.9790921938563149;0.859321172370809;0.9243408579661511;0.9364541324183846;0.9908622345267903
12;1;-1;2024-09-04 10:16:58;7;optimization;FALSE;4.0;3.0;10.0;3.0;6.0;6.0;12.51;0.9320839190495547;0.9001513149795028;0.9055576708453945;0.9796304614779479;0.9775620916007888;0.8594632972290915;0.891295819648214;0.9313642364457217;0.9883088558681761
12;1;-1;2024-09-04 10:21:32;8;optimization;FALSE;4.0;3.0;10.0;3.0;6.0;6.0;12.69;0.9349292704579202;0.9112028252001019;0.9076142926247639;0.983270533940588;0.9720485092861804;0.8706017278453956;0.8507754217758706;0.9418273279724088;0.9867961754301191
12;1;-1;2024-09-04 10:26:14;9;optimization;FALSE;4.0;3.0;10.0;3.0;6.0;6.0;12.04;0.9363179289129708;0.9162345845881863;0.9006069397229846;0.9814633035888387;0.969042142889751;0.8602851235372799;0.8438408604940942;0.9256897634077177;0.9835780504366025
