Hypervolume;Run
66.93555450439453;0
67.24569702148438;1
25995.146484375;2
45270.0;3
130606.65625;4
400153.15625;5
640724.1875;6
655784.6875;7
693686.1875;8
701183.1875;9
701183.1875;10
701183.1875;11
701183.1875;12
701183.1875;13
701183.1875;14
706181.1875;15
