Hypervolume;Run
27.86226463317871;0
45.044578552246094;1
2165354.0;2
2167401.75;3
2891522.5;4
3516519.5;5
3516519.5;6
3697542.75;7
3698009.25;8
3698009.25;9
3698009.25;10
3706128.0;11
3706128.0;12
3706128.0;13
3706128.0;14
3706128.0;15
