Optimization;Execution_Time
1;24.259374141693115
2;4.533656120300293
3;14.471822023391724
4;46.68503427505493
5;79.81552791595459
6;93.48856282234192
7;31.242732763290405
8;222.84517550468445
9;163.52844405174255
10;215.12340545654297
11;873.2877223491669
12;716.7065196037292
13;822.6263496875763
14;823.7417395114899
15;791.5607035160065
