Optimization;Execution_Time
1;121.6316831111908
2;5.094463586807251
3;10.34939980506897
4;17.08089590072632
5;54.046714544296265
6;56.18268036842346
7;57.16087245941162
8;66.78315734863281
9;122.60661149024963
10;192.4481885433197
11;202.5601716041565
12;287.25857853889465
13;375.45004987716675
14;397.78502893447876
15;236.75308895111084
