Hypervolume;Run
69.43876647949219;0
69.43876647949219;1
37643.76171875;2
775589.375;3
871752.6875;4
1027427.875;5
1163722.25;6
1214679.125;7
1214679.125;8
1214679.125;9
1214679.125;10
1217776.625;11
1220771.875;12
1220771.875;13
1221117.5;14
1221117.5;15
