Optimization;Execution_Time
1;6.822396993637085
2;4.1314637660980225
3;4.4656455516815186
4;5.759319543838501
5;4.568759441375732
6;7.522101879119873
7;9.707409381866455
8;13.489285469055176
9;13.991212129592896
10;12.446699857711792
11;24.670291900634766
12;17.73241138458252
13;25.52671766281128
14;18.322737455368042
15;37.93820524215698
