Optimization;Execution_Time
1;9.663337230682373
2;5.749372243881226
3;6.754128694534302
4;14.014721870422363
5;39.260480880737305
6;31.711403369903564
7;30.07680869102478
8;32.43741703033447
9;33.47724628448486
10;11.847598791122437
11;10.191769361495972
12;15.260210514068604
13;15.413555145263672
14;22.050355672836304
15;27.398280143737793
