Hypervolume;Run
57.468318939208984;0
77.66584014892578;1
1081920.0;2
1116229.75;3
1116229.75;4
1116964.75;5
1116964.75;6
1116964.75;7
1116964.75;8
1116964.75;9
1116964.75;10
1116964.75;11
1116964.75;12
1116964.75;13
1116964.75;14
1116964.75;15
