Hypervolume;Run
107.9869613647461;0
112.56237030029297;1
1401016.375;2
1401016.375;3
1443594.25;4
1487185.875;5
1487185.875;6
1622016.0;7
1622016.0;8
1622016.0;9
1622016.0;10
1622016.0;11
1622016.0;12
1622016.0;13
1622016.0;14
1622016.0;15
