Optimization;Execution_Time
1;16.011714458465576
2;6.777155160903931
3;6.769663572311401
4;9.235851049423218
5;11.025892496109009
6;13.260066032409668
7;13.35908842086792
8;17.355368614196777
9;15.419304609298706
10;14.41893458366394
11;20.34932804107666
12;21.474050521850586
13;41.768786907196045
14;34.53325533866882
15;35.397849798202515
