Hypervolume;Run
87.56710052490234;0
106.64884185791016;1
1347287.0;2
1362493.5;3
1373644.75;4
1373644.75;5
1373644.75;6
1373644.75;7
1383782.375;8
1383782.375;9
1383782.375;10
1383782.375;11
1393920.0;12
1393920.0;13
1393920.0;14
1393920.0;15
