Hypervolume;Run
38.320735931396484;0
42.84567642211914;1
635712.0;2
637929.625;3
677424.0;4
861129.625;5
1009920.0;6
1009920.0;7
1009920.0;8
1116864.0;9
1172582.375;10
1172582.375;11
1172582.375;12
1189214.375;13
1189214.375;14
1189214.375;15
