Optimization;Execution_Time
1;4.970758438110352
2;5.265011310577393
3;6.627212047576904
4;5.178600788116455
5;16.76332139968872
6;11.493965148925781
7;13.422168254852295
8;15.598659753799438
9;14.366275787353516
10;15.30871033668518
11;90.66884541511536
12;16.935927391052246
13;9.896670579910278
14;11.88901972770691
15;17.28926134109497
